"","Aphantophryne","Asterophrys","Austrochaperina","Barygenys","Callulops","Choerophryne","Cophixalus","Copiula","Gastrophrynoides","Hylophorbus","Mantophryne","Oreophryne","Paedophryne","Siamophryne","Sphenophryne","Vietnamophryne","Xenorhina","Genus","Genus.species"
"404",0,0,0,0,0,0.04,0.41,0,0,0,0,0.5,0,0.04,0,0,0,"Oreophryne","Oreophryne gagneorum"
"405",0,0,0.02,0,0,0.02,0.3,0,0.01,0.01,0,0.55,0,0.08,0,0,0.01,"Oreophryne","Oreophryne gagneorum"
"406",0,0,0.03,0,0,0.01,0.86,0,0,0,0,0.08,0,0,0,0,0,"Oreophryne","Oreophryne parkopanorum"
"407",0,0.01,0.02,0,0,0.03,0.38,0,0,0,0,0.49,0,0.03,0.01,0.01,0.02,"Oreophryne","Oreophryne parkopanorum"
"408",0,0,0.04,0,0,0.01,0.55,0,0,0.02,0,0.24,0,0.13,0.01,0,0.01,"Oreophryne","Oreophryne parkopanorum"
"409",0,0.02,0.03,0,0,0.03,0.51,0,0,0.01,0,0.36,0,0.02,0.01,0,0,"Oreophryne","Oreophryne parkopanorum"
"410",0,0,0.01,0,0,0.07,0.52,0,0,0,0,0.36,0,0.02,0,0,0.01,"Oreophryne","Oreophryne parkopanorum"
"411",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Paedophryne","Paedophryne amauensis"
"412",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Paedophryne","Paedophryne amauensis"
"413",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Paedophryne","Paedophryne amauensis"
"414",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Paedophryne","Paedophryne amauensis"
"415",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Paedophryne","Paedophryne amauensis"
"416",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Paedophryne","Paedophryne amauensis"
"417",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Paedophryne","Paedophryne amauensis"
"418",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Paedophryne","Paedophryne kathismaphlox"
"419",0.04,0,0,0,0,0,0.01,0,0,0,0,0,0.91,0,0,0.01,0.02,"Paedophryne","Paedophryne kathismaphlox"
"420",0.02,0,0,0,0,0,0.01,0,0,0,0,0,0.94,0,0,0.01,0.02,"Paedophryne","Paedophryne kathismaphlox"
"421",0.02,0,0,0,0,0,0,0,0,0,0,0,0.96,0,0,0,0.01,"Paedophryne","Paedophryne kathismaphlox"
"422",0.23,0,0.01,0,0,0,0.02,0,0,0,0,0,0.65,0,0,0.02,0.06,"Paedophryne","Paedophryne oyatubu"
"423",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Paedophryne","Paedophryne swiftorum"
"424",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Paedophryne","Paedophryne swiftorum"
"425",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Paedophryne","Paedophryne swiftorum"
"426",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Paedophryne","Paedophryne swiftorum"
"427",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Paedophryne","Paedophryne swiftorum"
"428",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Paedophryne","Paedophryne swiftorum"
"429",0,0,0.01,0,0,0.03,0.47,0,0,0.02,0,0.16,0,0.28,0,0.01,0,"Siamophryne","Siamophryne troglodytes"
"430",0,0,0.06,0,0,0.01,0.11,0,0,0.03,0,0.14,0,0.63,0.01,0.01,0,"Siamophryne","Siamophryne troglodytes"
"431",0,0,0.02,0,0,0.03,0.5,0,0,0,0,0.23,0,0.16,0,0.04,0.01,"Siamophryne","Siamophryne troglodytes"
"432",0,0,0.04,0,0,0.01,0.26,0,0.01,0.08,0,0.06,0,0.53,0.01,0,0,"Siamophryne","Siamophryne troglodytes"
"433",0,0,0.08,0,0,0.02,0.52,0.01,0.03,0.08,0,0.05,0,0.19,0.01,0.01,0.01,"Siamophryne","Siamophryne troglodytes"
"434",0,0.03,0.06,0,0,0.04,0.62,0,0,0,0,0.09,0,0.11,0,0.01,0.03,"Siamophryne","Siamophryne troglodytes"
"435",0,0,0.06,0,0,0,0.12,0,0,0.14,0,0.15,0,0.52,0,0,0,"Siamophryne","Siamophryne troglodytes"
"436",0,0,0.12,0,0,0,0.1,0.01,0,0.03,0,0.15,0,0.56,0.01,0.01,0,"Siamophryne","Siamophryne troglodytes"
"437",0,0,0.13,0,0,0.01,0.24,0,0.01,0.05,0,0.23,0,0.33,0,0,0,"Siamophryne","Siamophryne troglodytes"
"438",0,0,0.26,0,0.01,0,0.27,0.01,0.01,0.07,0,0.15,0,0.23,0,0,0,"Siamophryne","Siamophryne troglodytes"
"439",0,0,0.1,0,0,0.01,0.21,0.02,0.01,0.07,0,0.06,0,0.51,0.02,0,0,"Siamophryne","Siamophryne troglodytes"
"440",0.02,0,0.15,0,0,0.36,0.09,0.06,0,0.1,0,0.08,0,0.01,0.07,0,0.04,"Sphenophryne","Sphenophryne coggeri"
"441",0,0,0.21,0.02,0,0.39,0.03,0.1,0.01,0.19,0,0.01,0,0.03,0.02,0,0,"Sphenophryne","Sphenophryne magnitympanum"
"442",0,0,0.17,0,0.08,0,0,0.18,0,0.01,0.15,0,0,0,0.4,0,0.01,"Sphenophryne","Sphenophryne rubra"
"443",0,0,0.13,0,0.09,0,0,0.14,0,0.06,0.18,0,0,0,0.37,0,0.01,"Sphenophryne","Sphenophryne rubra"
"444",0,0,0,0,0.94,0,0,0.05,0,0,0,0,0,0,0,0,0,"Sphenophryne","Sphenophryne similis"
"445",0.02,0.01,0.28,0.07,0,0.05,0.09,0.07,0.02,0.18,0,0.04,0,0.03,0.1,0.01,0.02,"Sphenophryne","Sphenophryne stenodactyla"
"446",0.05,0.07,0.15,0,0,0,0.64,0,0,0,0,0,0.03,0,0,0.03,0.02,"Vietnamophryne","Vietnamophryne inexpectata"
"447",0,0,0.36,0,0,0.02,0.26,0.03,0.05,0.05,0,0.04,0,0.14,0.01,0,0.04,"Vietnamophryne","Vietnamophryne occidentalis"
"448",0,0.01,0.15,0,0,0.04,0.65,0,0.02,0,0,0.07,0,0,0,0.01,0.04,"Vietnamophryne","Vietnamophryne orlovi"
"449",0,0.03,0.01,0.02,0.08,0,0.06,0.14,0,0,0.02,0.11,0,0,0,0,0.5,"Xenorhina","Xenorhina arboricola"
"450",0,0.01,0.01,0,0.01,0,0.09,0.07,0,0.01,0,0.23,0,0,0,0,0.56,"Xenorhina","Xenorhina arboricola"
"451",0,0.05,0.01,0.02,0.46,0,0.03,0.15,0,0,0.02,0.05,0,0,0.02,0,0.2,"Xenorhina","Xenorhina arboricola"
"452",0.02,0.02,0.04,0.02,0,0.09,0.04,0.01,0.05,0.02,0,0.02,0,0.01,0.01,0.01,0.64,"Xenorhina","Xenorhina brachyrhyncha"
"453",0,0,0.01,0.01,0,0.01,0.03,0.07,0,0.01,0,0.03,0,0,0.01,0,0.82,"Xenorhina","Xenorhina lacrimosa"
"454",0,0,0.05,0.01,0.03,0,0.03,0.15,0,0.02,0.02,0.05,0,0.01,0.01,0,0.62,"Xenorhina","Xenorhina lacrimosa"
"455",0,0.09,0.03,0.01,0.07,0,0.03,0.09,0,0.02,0.02,0.02,0,0.01,0.01,0,0.61,"Xenorhina","Xenorhina lacrimosa"
"456",0,0,0,0.01,0,0,0.01,0.02,0,0,0,0.01,0,0,0,0,0.94,"Xenorhina","Xenorhina lacrimosa"
"457",0,0.03,0.01,0.02,0,0,0.01,0.05,0.04,0.02,0,0.01,0,0,0,0,0.8,"Xenorhina","Xenorhina lacrimosa"
"458",0,0,0.01,0.02,0,0,0.01,0.04,0.02,0.01,0.01,0.01,0,0,0,0,0.87,"Xenorhina","Xenorhina lacrimosa"
"459",0,0,0,0.01,0,0.01,0.01,0.01,0.01,0,0,0.02,0,0,0,0,0.94,"Xenorhina","Xenorhina lacrimosa"
"460",0.09,0.1,0.07,0.01,0,0.02,0.27,0,0.01,0,0,0.01,0.15,0,0,0.04,0.23,"Xenorhina","Xenorhina perexigua"
"461",0.02,0.02,0.03,0,0,0.03,0.04,0,0.03,0,0,0,0.01,0.01,0,0.01,0.81,"Xenorhina","Xenorhina pohleorum"
"462",0.01,0.01,0.02,0,0,0.02,0.03,0,0.05,0,0,0,0.04,0.01,0,0.02,0.79,"Xenorhina","Xenorhina pohleorum"
"463",0.01,0.04,0.02,0,0,0.1,0.03,0,0.01,0.01,0,0.01,0,0.01,0.01,0.01,0.74,"Xenorhina","Xenorhina thiekeorum"
"464",0.01,0.01,0,0,0,0.03,0.04,0,0.02,0,0,0.01,0,0.01,0,0.02,0.86,"Xenorhina","Xenorhina thiekeorum"
"465",0,0,0.01,0.01,0,0.01,0.01,0,0.11,0,0,0,0,0.01,0.01,0,0.82,"Xenorhina","Xenorhina thiekeorum"
"466",0.01,0.03,0.02,0,0,0.07,0.02,0.01,0.04,0.01,0,0.01,0,0.01,0,0.01,0.76,"Xenorhina","Xenorhina thiekeorum"
"467",0,0.02,0.01,0,0,0.04,0.01,0,0,0,0,0.01,0,0,0,0,0.9,"Xenorhina","Xenorhina tillacki"
"468",0,0,0.01,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0.95,"Xenorhina","Xenorhina tillacki"
"469",0.01,0.32,0.04,0,0,0.06,0.05,0,0.01,0,0,0.03,0,0,0,0,0.47,"Xenorhina","Xenorhina tillacki"
"470",0,0,0.01,0.02,0,0.01,0.04,0.09,0.03,0.03,0,0.03,0,0,0.01,0,0.73,"Xenorhina","Xenorhina wiegankorum"
"471",0,0,0.01,0.01,0,0.01,0.04,0.1,0.02,0.02,0,0.03,0,0,0,0,0.74,"Xenorhina","Xenorhina wiegankorum"
"472",0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.97,"Xenorhina","Xenorhina wiegankorum"
"473",0,0,0,0,0,0,0,0.04,0,0.01,0,0,0,0,0,0,0.93,"Xenorhina","Xenorhina wiegankorum"
"474",0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.98,"Xenorhina","Xenorhina wiegankorum"
