"","Aphantophryne","Asterophrys","Austrochaperina","Barygenys","Callulops","Choerophryne","Cophixalus","Copiula","Gastrophrynoides","Hylophorbus","Mantophryne","Oreophryne","Paedophryne","Siamophryne","Sphenophryne","Vietnamophryne","Xenorhina","Genus","Genus.species"
"493",0.36,0.11,0.04,0.01,0,0.03,0.33,0.01,0,0.01,0,0,0.02,0,0.09,0.01,0,"Cophixalus","Cophixalus tenuidactylus"
"494",0.03,0.04,0.16,0,0.01,0.07,0.51,0.04,0.01,0.01,0,0.02,0.03,0,0.05,0.01,0.01,"Cophixalus","Cophixalus tenuidactylus"
"498",0,0,0,0,0,0.04,0.08,0,0,0,0,0.87,0,0.01,0,0,0,"Oreophryne","Oreophryne streiffeleri"
"499",0,0.01,0,0,0,0.02,0.09,0,0,0,0,0.89,0,0,0,0,0,"Oreophryne","Oreophryne streiffeleri"
"500",0,0.02,0,0,0,0.04,0.1,0,0,0,0,0.83,0,0.01,0,0,0,"Oreophryne","Oreophryne streiffeleri"
"501",0,0,0,0,0,0.02,0.14,0,0,0,0,0.84,0,0.01,0,0,0,"Oreophryne","Oreophryne streiffeleri"
"502",0,0,0,0,0,0.09,0.13,0,0,0,0,0.75,0,0.02,0,0,0,"Oreophryne","Oreophryne streiffeleri"
"503",0,0.04,0,0,0,0.04,0.02,0,0,0,0,0.9,0,0,0,0,0,"Oreophryne","Oreophryne streiffeleri"
"504",0,0.02,0,0,0,0.04,0.03,0,0,0,0,0.92,0,0,0,0,0,"Oreophryne","Oreophryne streiffeleri"
"505",0,0,0,0,0,0.03,0.14,0,0,0,0,0.83,0,0,0,0,0,"Oreophryne","Oreophryne streiffeleri"
"506",0,0,0,0,0,0.05,0.01,0,0,0,0,0.93,0,0,0,0,0,"Oreophryne","Oreophryne streiffeleri"
"508",0,0.02,0,0,0,0.04,0.04,0,0,0,0,0.9,0,0,0,0,0,"Oreophryne","Oreophryne streiffeleri"
"509",0,0,0,0,0,0.14,0.08,0,0,0,0,0.76,0,0.01,0,0,0,"Oreophryne","Oreophryne graminis"
"510",0,0,0,0,0,0.42,0.01,0,0,0,0,0.55,0,0,0,0,0,"Oreophryne","Oreophryne graminis"
"511",0,0,0.02,0,0,0.18,0.05,0,0,0.01,0,0.71,0,0.02,0,0.01,0,"Oreophryne","Oreophryne graminis"
"512",0,0,0,0,0,0.24,0.02,0,0,0,0,0.74,0,0,0,0,0,"Oreophryne","Oreophryne graminis"
"513",0,0,0,0,0,0.04,0.04,0,0,0,0,0.9,0,0.01,0,0,0,"Oreophryne","Oreophryne graminis"
"514",0,0,0,0,0,0.03,0.09,0,0,0,0,0.86,0,0.01,0,0,0,"Oreophryne","Oreophryne graminis"
"515",0.01,0,0,0,0,0.06,0.05,0,0,0,0,0.87,0,0.01,0,0,0,"Oreophryne","Oreophryne graminis"
"516",0,0,0.01,0,0,0.04,0.05,0,0,0.01,0,0.82,0,0.05,0,0,0,"Oreophryne","Oreophryne graminis"
"517",0,0,0.01,0,0,0.05,0.07,0,0,0.01,0,0.81,0,0.04,0,0.01,0,"Oreophryne","Oreophryne graminis"
"518",0.01,0.01,0.01,0,0,0.47,0.19,0,0,0.02,0,0.29,0,0,0,0,0,"Oreophryne","Oreophryne graminis"
"519",0,0,0.03,0,0,0.04,0.2,0,0,0.01,0,0.69,0,0.02,0,0.01,0,"Oreophryne","Oreophryne graminis"
"520",0,0.01,0,0,0,0.06,0.08,0,0,0,0,0.82,0,0.02,0,0,0,"Oreophryne","Oreophryne graminis"
"521",0,0.02,0.01,0,0.01,0.88,0.07,0,0,0,0,0,0,0,0,0,0,"Choerophryne","Choerophryne cf. alpestris"
"522",0,0.01,0,0,0.01,0.94,0.01,0,0,0,0,0,0,0,0,0,0.01,"Choerophryne","Choerophryne cf. alpestris"
"523",0.01,0.02,0.01,0,0,0.92,0.03,0,0,0,0,0,0,0,0,0,0,"Choerophryne","Choerophryne cf. alpestris"
"524",0.01,0.01,0,0,0,0.94,0.02,0,0,0,0,0.02,0,0,0,0,0,"Choerophryne","Choerophryne cf. alpestris"
"525",0.03,0.01,0,0,0.01,0.87,0.02,0,0,0,0,0.03,0,0,0,0,0.01,"Choerophryne","Choerophryne cf. alpestris"
"526",0,0.03,0,0,0,0.86,0.04,0,0.02,0,0,0,0,0,0,0,0.05,"Choerophryne","Choerophryne cf. alpestris"
"527",0,0.01,0,0,0.01,0.87,0,0,0.01,0,0,0,0,0,0,0,0.11,"Choerophryne","Choerophryne cf. alpestris"
"528",0,0,0,0,0,0.94,0,0,0,0,0,0,0,0,0,0,0.04,"Choerophryne","Choerophryne cf. alpestris"
"529",0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,"Choerophryne","Choerophryne cf. alpestris"
"530",0,0,0,0,0,0.95,0.01,0,0,0,0,0.03,0,0,0,0,0,"Choerophryne","Choerophryne cf. alpestris"
"531",0,0,0,0,0,0.98,0,0,0,0,0,0.01,0,0,0,0,0.01,"Choerophryne","Choerophryne cf. alpestris"
"532",0.02,0.01,0,0,0.01,0.91,0.01,0,0,0,0,0.01,0,0,0,0,0.03,"Choerophryne","Choerophryne cf. alpestris"
